Doc,True idx,True Target,Candidate idx,Max Candidate,Position,True Target JLL,Max Candidate JLL,ABS diff
326,47,entitled fast cheap and out,48,fast cheap and out of ,1,-28.25516,-25.40612,2.84904
327,42,for that unfortunately the story,43,that unfortunately the story line ,1,-40.16992,-15.78931,24.38061
328,-1,will be disappointed,45,like horror film and have ,46,-48.72089,-19.32041,29.40048
329,44,load of boring crap what,0,          ,-44,-45.22818,-6.18883,39.03935
330,54,leads his mediocre safe life,77,his life to become his ,23,-77.25006,-26.88145,50.36861
331,78,not even funny how bad,74,so bad it is not ,-4,-23.17136,-14.25586,8.9155
332,49,the very best in the,50,very best in the collection ,1,-22.75833,-10.55174,12.20659
333,-1,on the best of the,73,the series do not miss ,74,-45.12831,-31.39331,13.735
334,43,is so beautiful and interesting,44,so beautiful and interesting in ,1,-31.54986,-23.87121,7.67865
335,48,it was rare to throw,49,was rare to throw into ,1,-34.46954,-21.11882,13.35072
336,61,disgusting fun best enjoyed with,62,fun best enjoyed with a ,1,-59.23345,-29.41282,29.82063
337,44,was not funny enough to,45,not funny enough to be ,1,-38.50341,-11.00886,27.49455
338,50,do not waste your time,0,          ,-50,-24.12125,-6.9656,17.15565
339,45,is even worse and there,46,even worse and there is ,1,-29.45524,-14.71207,14.74317
340,44,was a fascinating biopic as,55,his father with his church ,11,-36.26517,-30.99246,5.27271
341,47,as the best football player,77,the world because of his ,30,-46.5233,-30.74494,15.77836
342,46,about as funny as a,47,as funny as a child ,1,-20.33599,-7.25524,13.08075
343,45,she was great and i,0,          ,-45,-43.27211,-11.94212,31.32999
344,54,that is bad in his,55,is bad in his life ,1,-23.31201,-16.69665,6.61536
345,0,,0,          ,0,-2.78827,-2.78827,0
346,62,and how predictable my summation,24,      for a ,-38,-47.06755,-24.9193,22.14825
347,71,works its amazing how this,72,its amazing how this young ,1,-33.19223,-19.22355,13.96868
348,62,by the bad editing the,63,the bad editing the poorly ,1,-46.73288,-22.16659,24.56629
349,45,4 pointless boring chase scene,46,pointless boring chase scene making ,1,-35.95377,-14.32107,21.6327
350,50,ineptitude at best and severely,19,      of run ,-31,-35.86671,-7.08147,28.78524
351,44,was an awful device to,10,that bad it was not ,-34,-30.50724,-17.29519,13.21205
352,44,acting was fantastic and i,45,was fantastic and i thought ,1,-42.60442,-19.22192,23.3825
353,48,not even funny the only,49,even funny the only true ,1,-24.4976,-12.85032,11.64728
354,-1,wanted to waste money renting,65,tv and it is a ,66,-39.34272,-27.2423,12.10042
355,46,pass her best friend uma,49,her best friend off as ,3,-33.15964,-12.99071,20.16893
356,47,not as bad as his,48,as bad as his game ,1,-25.93189,-11.68076,14.25113
357,45,do not waste your time,46,not waste your time watching ,1,-23.26308,-21.66898,1.5941
358,50,that their best hope of,51,their best hope of getting ,1,-38.06477,-9.78374,28.28103
359,43,of the best drive in,21,the one the only joe ,-22,-40.37493,-27.74498,12.62995
360,42,mama cass beautifully and as,44,and beautifully and as a ,2,-53.25509,-22.71099,30.5441
361,44,have seen worse film so,0,          ,-44,-27.02332,-14.69028,12.33304
362,77,top 10 worst film i,0,          ,-77,-35.53557,-0.53957,34.996
363,50,sided and predictable however it,51,and predictable however it also ,1,-31.58875,-22.03082,9.55793
364,48,is less funny than a,49,less funny than a ball ,1,-29.7823,-13.25158,16.53072
365,47,that are funny both of,48,are funny both of which ,1,-36.27113,-22.66602,13.60511
366,47,be an insult to the,48,an insult to the old ,1,-21.42289,-13.01609,8.4068
367,54,is pretty awful but i,0,          ,-54,-27.0899,-7.73824,19.35166
368,46,fun and enjoyable to watch,47,and enjoyable to watch sequel ,1,-29.63857,-15.72348,13.91509
369,45,did a fantastic job in,46,a fantastic job in because ,1,-34.53304,-24.32359,10.20945
370,47,farce and funny thing do,48,and funny thing do happen ,1,-31.50587,-17.59272,13.91315
371,45,who likes great movie period,0,          ,-45,-33.49301,-3.64857,29.84444
372,48,and a solid performance by,49,a solid performance by the ,1,-34.19334,-20.10377,14.08957
373,50,in this waste of film,51,this waste of film and ,1,-28.44628,-16.39909,12.04719
374,47,changed to bad if the,48,to bad if the plot ,1,-41.07766,-24.00196,17.0757
375,49,and desire unfortunately it appears,50,desire unfortunately it appears as ,1,-28.29464,-12.68542,15.60922
376,48,is another great movie of,49,another great movie of trilogy ,1,-29.36175,-26.15119,3.21056
377,51,choreography was beautiful without seeming,0,          ,-51,-50.02009,-7.80375,42.21634
378,43,i loved this film,44,i loved this film i ,1,-42.90474,-15.62136,27.28338
379,-1,overall a waste of time,48,the worst i have ever ,49,-55.98003,-18.27973,37.7003
380,69,show smart funny quirky and,70,smart funny quirky and hot ,1,-32.84994,-21.10252,11.74742
381,43,with a poor man or,44,a poor man or a ,1,-31.1337,-23.72839,7.40531
382,43,want someone badly enough it,0,          ,-43,-38.61953,-20.33638,18.28315
383,61,about the terrible state of,62,the terrible state of human ,1,-35.77155,-26.7587,9.01285
384,53,generic and forgettable action movie,54,and forgettable action movie does ,1,-35.43593,-17.47142,17.96451
385,48,really really funny i mean,49,really funny i mean with ,1,-20.91048,-7.92473,12.98575
386,45,who fares best at murdering,15,      and danny ,-30,-41.65369,-22.87574,18.77795
387,46,exploiting these poor mexican actor,47,these poor mexican actor who ,1,-44.05234,-15.65875,28.39359
388,43,by googling bad phrase about,0,          ,-43,-43.14357,-6.75675,36.38682
389,48,also an insult to the,49,an insult to the and ,1,-23.83986,-12.76528,11.07458
390,54,benji an obnoxious mailman who,73,shot in boring and of ,19,-36.17,-26.13233,10.03767
391,45,of the best on our,12,my attention through the night ,-33,-37.48949,-23.69402,13.79547
392,46,was the best besides number,47,the best besides number 1 ,1,-44.22994,-9.90401,34.32593
393,-1,it is best,0,          ,1,-43.99591,-12.94335,31.05256
394,44,is very solid this movie,0,          ,-44,-31.90173,-9.46818,22.43355
395,46,be too bad because it,47,too bad because it has ,1,-27.42909,-14.58354,12.84555
396,47,is at best weak and,7,      not expect ,-40,-37.46157,-14.06668,23.39489
397,49,award for best syndicated series,0,          ,-49,-53.26901,-12.13668,41.13233
398,48,cheapie showing great ingenuity in,50,showing great in the use ,2,-56.34954,-20.24088,36.10866
399,74,i just loved being able,38,  made it how the ,-36,-35.20098,-18.74312,16.45786
400,77,insultingly exaggerated worse than a,78,was worse than a cartoon ,1,-45.87264,-16.81231,29.06033
401,43,really very dull aside from,43,really very dull aside from ,0,-24.72021,-24.72021,0
402,44,a very predictable and somewhat,45,very predictable and somewhat affair ,1,-18.25672,-11.79001,6.46671
403,44,look even worse the writing,45,even worse the writing acting ,1,-24.79058,-11.52256,13.26802
404,44,among the best thriller you,72,which had a real scenario ,28,-42.73537,-21.81673,20.91864
405,45,on the mst3k airing that,47,the mst3k that is fair ,2,-36.78214,-25.38185,11.40029
406,69,stunt are amazing it is,49,as well as the rest ,-20,-46.85653,-18.63635,28.22018
407,49,is completely forgettable except perhaps,50,completely forgettable except perhaps for ,1,-34.36821,-26.00267,8.36554
408,46,was quite bad if the,0,          ,-46,-33.9235,-13.33849,20.58501
409,45,level the terrible costume and,34,fun to look at though ,-11,-48.03925,-19.7199,28.31935
410,47,a shrill obnoxious woman it,48,a obnoxious woman it must ,1,-44.79852,-21.52524,23.27328
411,-1,lasting impression great group of,77,out on dvd if they ,78,-47.19196,-42.95791,4.23405
412,-1,of it 3/10 and that,78,3 10 and that is ,79,-11.62996,-11.62996,0
413,43,absolutely wonderful drama and,44,absolutely wonderful drama and is ,1,-49.17822,-17.25217,31.92605
414,52,is the worst movie ever,54,worst movie ever made from ,2,-29.7874,-19.45053,10.33687
415,-1,far the worst horror/thriller i,45,worst horror thriller i have ,46,-24.38761,-19.5207,4.86691
416,47,what is funny and they,48,is funny and they know ,1,-26.3697,-11.71461,14.65509
417,43,lot of fun it is,5,  scene this film takes ,-38,-32.03641,-14.67786,17.35855
418,43,frightening or funny it is,44,or funny it is simply ,1,-37.17744,-15.92279,21.25465
419,44,dialog is great the low,46,is great the low budget ,2,-36.50931,-23.15425,13.35506
420,46,of the worst performance in,57,is fun to look at ,11,-44.60092,-18.69574,25.90518
421,66,does a great job in,67,a great job in the ,1,-31.06327,-16.5633,14.49997
422,43,movie on mst3k and although,54,joke i do not particularly ,11,-36.02314,-25.38626,10.63688
423,42,e damned annoying and well,43,e annoying and well thats ,1,-46.94862,-24.24789,22.70073
424,42,from the annoying sloth voice,13,really bad either the worst ,-29,-34.78784,-24.26184,10.526
425,43,of the worst movie i,45,worst movie i have ever ,2,-37.71351,-25.11518,12.59833
426,48,is a great movie for,49,a great movie for kid ,1,-24.3206,-11.52735,12.79325
427,46,unfold in predictable fashion and,47,in predictable fashion and lee ,1,-53.03772,-26.98684,26.05088
428,43,possible even worse the movie,44,even worse the movie has ,1,-30.77898,-16.11541,14.66357
429,47,through more subtle means is,48,more subtle means is work ,1,-30.64947,-18.66458,11.98489
430,56,the other best performance is,57,other best performance is by ,1,-25.2619,-24.68102,0.58088
431,47,of very annoying child he,48,very annoying child he is ,1,-37.85028,-11.79973,26.05055
432,45,of the best murders sex/nudity,35,the most part but nothing ,-10,-44.29537,-22.19948,22.09589
433,48,dimensional the worse for this,49,the worse for this is ,1,-78.15099,-21.02583,57.12516
434,-1,film was fantastic,0,          ,1,-43.4822,-15.56242,27.91978
435,44,secret and fantastic weapon which,35,this is probably a small ,-9,-59.14359,-26.43363,32.70996
436,42,is laughably predictable and there,23,dull dull dull and her ,-19,-66.16272,-16.02816,50.13456
437,51,in very bad state but,0,          ,-51,-30.68277,-5.65746,25.02531
438,49,i was disappointed that reitman,51,was disappointed that could not ,2,-30.53696,-19.86679,10.67017
439,46,so stupidly annoying and unfunny,63,at best and downright at ,17,-27.97543,-16.41664,11.55879
440,58,getting the best of her,52,it refreshing to see a ,-6,-32.70256,-14.25399,18.44857
441,46,superb and best of all,47,and best of all no ,1,-33.39446,-12.36838,21.02608
442,-1,is a beautiful reconstruction of,77,and see this film feel ,78,-37.81792,-32.51317,5.30475
443,47,neighbor a boring legal trial,10,      is lost ,-37,-50.05099,-10.34593,39.70506
444,44,of the best character madonna,0,          ,-44,-17.24472,-17.22183,0.02289
445,72,makes everything worse the only,73,everything worse the only good ,1,-22.96713,-18.61992,4.34721
446,49,deny their terrible existance the,27,  the special effect of ,-22,-33.90195,-10.66433,23.23762
447,46,off and unfortunately for moviegoer,47,off and unfortunately for i ,1,-51.31461,-23.4341,27.88051
448,-1,gets a 3/10 a little,68,3 10 a little entertainment ,69,-53.97518,-12.73273,41.24245
449,-1,be enjoyed 7/10,63,this movie is a case ,64,-52.58306,-22.10202,30.48104
450,47,with a bad ass criminal,48,a bad ass criminal who ,1,-39.59347,-23.74247,15.851
451,45,it is funny because these,7,    of course there ,-38,-31.34556,-12.91382,18.43174
452,77,these days avoid this show,78,these avoid this show at ,1,-43.57014,-24.26582,19.30432
453,43,not a bad thing it,44,a bad thing it is ,1,-24.64347,-14.32267,10.3208
454,63,i genuinely enjoyed was when,0,          ,-63,-44.71236,-4.54271,40.16965
455,58,four best friend young,59,four best friend young male ,1,-47.77387,-21.19652,26.57735
456,74,seeking out excellent but rather,75,out excellent but rather rating ,1,-31.64639,-23.24813,8.39826
457,45,is the best one although,44,it is the best one ,-1,-37.56048,-16.82092,20.73956
458,52,the colonel annoying passenger his,43,its amazing to watch the ,-9,-94.64592,-31.99238,62.65354
459,44,was the best of the,45,the best of the spy ,1,-28.65787,-21.80948,6.84839
460,44,cute and funny sequel for,45,and funny sequel for everyone ,1,-32.70537,-18.32923,14.37614
461,63,has shown great performance in,63,has shown great performance in ,0,-24.23454,-24.23454,0
462,48,together remember best as the,56,as well as the couple ,8,-26.22601,-21.11544,5.11057
463,50,bottle of refreshing coca cola,0,          ,-50,-57.73928,-9.8495,47.88978
464,52,film either poor stuart gordon,50,not save the film either ,-2,-31.67935,-27.62576,4.05359
465,46,this is stupid they could,47,is stupid they could have ,1,-27.50699,-19.63138,7.87561
466,45,is an excellent movie that,46,an excellent movie that how ,1,-30.37307,-14.18819,16.18488
467,46,the most amazing ever filmed,47,most amazing ever filmed that ,1,-22.15131,-18.99744,3.15387
468,42,helps a great deal too,78,especially when the film is ,36,-45.36989,-27.64432,17.72557
469,45,it is great to recommend,45,it is great to recommend ,0,-19.66149,-19.66149,0
470,50,and the best sword fight,51,the best sword fight since ,1,-46.71396,-7.52787,39.18609
471,47,are very badly shot with,48,very badly shot with and ,1,-35.69286,-8.88208,26.81078
472,47,it is funny the acting,48,is funny the acting is ,1,-25.38843,-19.71873,5.6697
473,76,and not funny trash just,78,not funny trash just plain ,2,-46.74946,-10.11491,36.63455
474,57,is an annoying series about,58,an annoying series about annoying ,1,-37.0793,-13.85891,23.22039
475,47,movie were fantastic the dialogue,0,          ,-47,-32.03513,-12.39828,19.63685
476,46,and no bad language until,76,and fun to watch all ,30,-41.35135,-16.62346,24.72789
477,43,at her best she manage,31,one of the worst ending ,-12,-33.17618,-16.52236,16.65382
478,43,primitive at best special effect,44,at best special effect all ,1,-32.80253,-16.77173,16.0308
479,47,of the worst movie i,48,the worst movie i have ,1,-41.4818,-19.48521,21.99659
480,46,by toxic waste slug who,0,          ,-46,-45.47876,-18.0649,27.41386
481,45,of the best kung fu,43,is one of the best ,-2,-37.94591,-26.35371,11.5922
482,46,his very funny side and,58,very funny in this movie ,12,-24.40871,-5.85122,18.55749
483,45,oscar for best foreign language,0,          ,-45,-20.54423,-9.12433,11.4199
484,47,gives a great back story,55,are great the young star ,8,-37.53533,-30.57099,6.96434
485,48,is just annoying the extent,49,just annoying the extent of ,1,-23.56735,-16.70897,6.85838
486,53,was an excellent gilbert blythe,43,was wonderful as the understanding ,-10,-55.14766,-17.50448,37.64318
487,44,i loved this movie,45,i loved this movie you ,1,-46.0476,-17.17892,28.86868
488,48,laughter great wasted night stuff,59,well theme of the late ,11,-43.20016,-32.25681,10.94335
489,60,at time wasted on the,20,      here even ,-40,-31.48671,-16.85002,14.63669
490,50,production value awful script mediocre,0,          ,-50,-32.17085,-9.59444,22.57641
491,55,is a gem that shines,71,is a perfect and that ,16,-53.53159,-28.20229,25.3293
492,49,is a mess of b,25,mystery thriller that is not ,-24,-27.03123,-24.78273,2.2485
493,-1,a positive 10/10 review from,45,10 10 review from someone ,46,-60.32,-24.09218,36.22782
494,51,it is amazing that a,52,is amazing that a motion ,1,-28.8816,-21.79436,7.08724
